Blood Bank Name,Address,City,State,Contact ,Helpline
Medanta The Medicity Hospital Blood Bank,"CH Baktawar Singh Road, Sector 38, Gurugram,",Gurugram,Haryana,0124 4141414  Extn 2701,1
Alchemist Institute of Medical Sciences Blood Bank,"Alchemist Institute of Medical Sciences (A Unit of Alchemist Hospitals Limited) DLF Golf Course Road, Sector-53, Saraswati Kunj",Gurugram,Haryana,0124 4511111,1
SGT Medical College Hospital and Research Institute Blood Bank ,"Near Sultanpur Bird Sanctuary, Village Budhera, Gurugram, ",Gurugram,Haryana,"0124-2278186,  0124 227 8256",1
Park Hospital Blood Bank,"Q Block, South City 2, Sohna Road, Main Sec-47, ",Gurugram,Haryana,"01244900037, 0124490038",1
Fortis Memorial Research Institute Blood Bank,"A unit of Fortis Hospitals Limited, Sector - 44, Opposite HUDA City Centre, Gurugram",Gurugram,Haryana,"0124 4962244, 0124 716 2200",1
Fortis Memorial Research Institute Blood Bank,"Fortis Memorial Research Institute, Sector-44, Opposite HUDA City Centre, Gurgaon",Gurugram,Haryana,"0124 4962251, 01247162200",1
"General Hospital Blood Bank, Gurugram","Near Bus Stand, Opposite MCG, Gurugram",Gurugram,Haryana,0124 2310102,1
Umkal Blood Bank,"H-Block, Palam Vihar, Opposite To Chancellor Club
Near Chiranjiv Bharti Public school",Gurugram,Haryana,0124-4777000,1
VPS Rockland Hospital Blood bank,"Plot No. 2, Sector 5, IMT Manesar, Gurugram
opposite Raheja square",Gurugram,Haryana,1244755555,1
"Columbia Asia Hospital - Palam Vihar, Blood Bank","Block F, Gol Chakkar, Near Ansal Plaza Mall, Palam Vihar, ",Gurugram,Haryana,"0124 398 9896, 0124 616 5666",1
Paras Hospital Blood Bank,"C-1 Sushant Lok- 1 Sector-43 Phase- I
",Gurugram,Haryana,"0124-4585500, 0124-4585627",1
Nalwa Pathology and Microbiology Laboratory Blood Bank,"SCF-83, Commercial UE-1, Red Square market",Hisar,Haryana,"01662-236218, 01662 230699",1
Central Medical Centre (CMC) Hospital Blood Bank,"Near Dabra Chowk Over Bridge, Hisar",Hisar,Haryana,"01662 237476, 01662 232360",1
Haryana Blood Bank,"16, Model Town, NearJjindal Hospital ",Hisar,Haryana,0166 2221740,1
Manglam Blood Bank,"No 139, NH10-Tosham Road Connection Road, New Model Town, Jindal Hospital Road, ",Hisar,Haryana,"01662 248767, 01662223367",1
Hisar Blood Bank,Hisar,Hisar,Haryana,01662 33291,1
Dr. Anant Ram Janta Hospital Blood Bank,"Hospital Road, Hisar, Barwala",Hisar,Haryana,0169 324 2096,1
"National Blood Bank, Kharab Hospital Blood Bank","47, Near Budhla Sant Mandir, Rishi nagar, ",Hisar,Haryana,01662 225900,1
Sarvodaya Blood Bank services,"Sravodaya Multi Speciality Hospital 
Opp. Red Cross Bhawan, Delhi Road, Hisar",Hisar,Haryana,0166 223 1031,1
General Hospital Blood Bank Hisar,"Civil Hospital Blood Bank, Near Bus Stand ",Hisar,Haryana,01662 275566,1
"Maharaja Agrasen Medical College, Agroha, Blood Bank",Opp. Agroha Dham,Hisar/Agroha,Haryana,01669-281193/94 (Ext. 225),1
General Hospital Blood Bank Jhajjar,Model Town,Jhajjhar,Haryana,01251 252410,1
General Hospital Blood Bank Jind,"Civil Hospital, DC Colony",Jind,Haryana,01681 245454,1
National Blood Bank,"Kharab Hospital, Gohana Road, Jind",Jind,Haryana,,1
Gangaputra Hospital and Research Centre Blood Bank,"Kaithal Road, Kandela",Kandela,Haryana,01681 237238,1
Smt. Indira Gandhi Government Multispeciality Blood Bank,"G. H. Sector-18, Bypass Road, Near bus stand, Kaithal By pass",Kaithal,Haryana,,1
Haryana Institute of Medical Sciences (HIMS) Hospital Blood Bank,"NH-152, Village-Ujhana, Ambala Road, Kaithal",Kaithal,Haryana,,1
Kapisthal Blood Bank,"Plot No. 11, Rishi Nagar, Kaithal
Karnal Road
",Kaithal,Haryana,"01746-234874, 01746 226874",1
General Hospital Blood Bank Karnal,"Old Court Road, Karnal",Karnal,Haryana,0184 2268899,1
Nirmal Institute of Medical Sciences and Technology Blood Bank,"69, Jarnally Colony, Opposite Kalpana Chawla Medical College, Karnal.",Karnal,Haryana,"0184 2201999, 0184 2202999",1
Pandit Ram Prakash Hospital and Kidney Centre Blood Bank,"Civil Hospital Road, Karnal",Karnal,Haryana,"0184 2252401, ",1
Save Life Blood Bank,"16, Jarnally Colony, 1st floor, Opposite to General Hospital, Karnal",Karnal,Haryana,"0184 2207557, 0184 2207558",1
LNJP District Government Hospital Blood Bank ," Thanesar, Kurukshetra, SH-6, Kaithal Kurukshetra Road, ",Kurukshetra,Haryana,"0174 429 2716, 01744 293580, 01744 290344",1
Kurukshetra Blood Bank,"SCO.07-08 BASMENT,  Near LIC Building",Kurukshetra,Haryana,"01744 291914, 01744232010",1
Adesh Blood Bank,"NH - 1, Near Ambala Cantt., Village Mohri, TEHSIL. SHAHBAD (M)",Kurukshetra,Haryana,"01744-332000, 332001, 332002",1
Civil Hospital Narnaul ,"New Mohalla Mandi, Narnaul",Narnaul,Haryana,01282-254288,1
General Hospital Blood Bank Mandikhera,"Mandikhera, Mewat",Mandikhera,Haryana,1268661022,1
Shaheed Hasan Khan Mewati Government Medical College Blood Bank  ,"Nalhar, Tehsil Nuh, Mewat",Nuh,Haryana,01267 282007,1
Diamond Blood Bank LLT,"Om premia Hospital, 56 km Stone,NH-2, Delhi Mathura Road, Palwal, Faridabad",Palwal,Haryana,01275 240240,1
General Hospital Blood Bank Palwal,New Sohna Road,Palwal,Haryana,01275 240099,1
Command Hospital Blood Bank,"Chandimandir Cantonment, Panchkula",Panchkula,Haryana,,1
Alchemist Hospital Panchkula Blood Bank,"Sector 21, Panchkula",Panchkula,Haryana,"0172-7122960, 0172-7122967, 0172 7122966, 0172 7122967",1
District Hospital Panchkula Blood Bank,"Civil Hospital Blood Bank, Sector 6",Panchkula,Haryana,0172 256 7228,1
N.C. Medical College and Hospital Blood Bank,"N.C. Medical College and Hospital, Panipat-Rohtak Road, Israna, Panipat",Israna,Haryana,,1
Red Cross Blood Bank,"Indian Red Cross Society, Red Cross Bhawan, G.T. Road",Panipat,Haryana,0180 4002049,1
Prem Blood Bank,"A unit of Lala Harbhagwan Dass Memorial & Dr. Prem Hospital Pvt. Ltd., Bishan Sarop Colony, Opp Bus Stand, ",Panipat,Haryana,"0180 2697191, 0180 2635900, 01804008431",1
Bharat Blood Bank,"467-D/4, West Press Colony, Near Bust Stand, Sukhdev Nagar",Panipat,Haryana, 0180 4019800,1
Panipat Blood Bank,"332-R Model Town, Near Ramlal Chowk",Panipat,Haryana,"0180 4011150, 01802697887",1
Cygnus Maharaja Aggarsain Hospital Blood Bank,"Desraj Colony,Devi Mandir Area",Panipat,Haryana,,1
Rewari Blood Bank,"Shree Krishna Medical And Social Welfare Society, 53-RL, Model Town",Rewari,Haryana,"01274 222607, 01274 222955",1
General Hospital Rewari Blood Bank,"Room No. 16, Government / Civil Hospital Blood Bank,  
Kayasthwara Mohalla, ",Rewari,Haryana,"01274 253101,  01274 254 743",1
Bharti Blood Bank,Rewari,Rewari,Haryana,,1
Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences (PGIMS) Blood Bank,"Medical Road, Maharishi Dayanand University,
Rohtak",Rohtak,Haryana,"01262 211306, 01262 212306,  01262 281 304",1
General Hospital Blood Bank Sirsa,"Room No 25, G.H Sirsa, Near Jhunthra Dharmsala Sirsa",Sirsa,Haryana,"01666241155, 01666 240122",1
Shiv Shakti Blood Bank,"Guru Gobind Singh Marg, B Block,Opposite to Valmiki Chowk",Sirsa,Haryana,"01666 234735, 01666 234117 ",1
Bapu Maghar Singh Ji International Blood Bank,"Shah Satnam Singh Ji Speciality Hospital, 
Nohar Bhadra Road,Shahpur Begu, Near Shah Satnam Ji Dham, Dera Sacha Sauda",Sirsa,Haryana,"0166 6238687, 01666238659",1
Bapu Maghar singh ji,Sirsa,Sirsa,Haryana,,1
General Hospital Blood Bank Sonipat,"Delhi Road, Near Maharana Pratap Chowk",Sonipat,Haryana,0130 2231931,1
Sonipat Blood Bank,"Near Saxsena Hospital, Sector-14
TO Scheme No. -15",Sonipat,Haryana,0130 2218999,1
Bhagat Phool Singh Government Medical College for Women Blood Bank,"Kanpur Kalan, Sonipat",Sonipat,Haryana,"01263 283041, 01263 283063",1
Shree MAA Blood Bank,"1st Floor, Goel Hospital, Jagadhri, Yamunanagar.
Opp Sapphire hotel, railway road, Near Krishna Bajaj auto agency",Jagadhri,Haryana,01732 646206,1
MLGH Trauma Centre Yamuna Nagar Blood Bank ,"Civil Hospital Blood Bank, Jagadhari, Above Trauma Center, 
Yamunanagar",Yamunanagar,Haryana,0173 220 0106,1
Bilaspur Regional Hospital Blood bank,"Changer Sector Bilaspur, Near D.C.Office Bilaspur",Bilaspur,Himachal Pradesh,1978221080,1
Chamba Regional Hospital Blood Bank ,"Regional Hospital, Chamba",Chamba,Himachal Pradesh,01899 222210,1
Bhota Charitable Hospital Blood Bank,Hamirpur,Bhota,Himachal Pradesh,01972 255096,1
Hamirpur Regional Hospital Blood bank," Agriculture Colony, Hamirpur,",Hamirpur,Himachal Pradesh,01972 222223,1
 Dharamshala Zonal Hospital Blood Bank,"Zonal Hospital, Dharamshala",Dharamshala,Himachal Pradesh,01892 227595,1
Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,"Dr. Rajendra Prasad Government Medical College, Kangra at Tanda",Kangra,Himachal Pradesh,1892267114,1
"Military Hospital,Yol Cant, Kangra","Yol Cantt, Kangra",Kangra,Himachal Pradesh,,1
Civil Hospital Blood Bank Palampur,"Civil Hospital, Palampur, Kangra",Palampur,Himachal Pradesh,01894 234101,1
Reckong Peo Regional Hospital Blood Bank ,"Reckong Peo, Kinnaur, Himachal Pradesh
",Reckong Peo,Himachal Pradesh,01786 222922,1
Kullu Regional Hospital Blood Bank ,"R.No. 320, Kullu Regional Hospital ",Dhapur,Himachal Pradesh,01902 224778,1
Netaji Subhash Chander Bose Zonal Hospital Blood Bank,"Netaji Subhash Chander Bose Zonal Hospital, Mandi",Mandi,Himachal Pradesh,01905 222213,1
Rohru Civil Hospital Blood Bank ,"Rohru, Shimla",Rohru,Himachal Pradesh,01781 240011,1
Indira Gandhi Medical College Blood Bank Shimla,"Department of BT and IH, Indira Gandhi Medical College, 
Near Lakkar Bazar",Shimla,Himachal Pradesh,0177 2883440,1
Deen Dayal Updhayay Hospital Blood Bank,"DDU Complex, Shimla",Shimla,Himachal Pradesh,0177 2658940,1
Kamla Nehru Hospital Blood Bank,"Kamla Nehru Hospital, NH-22, Near Mall Road",Shimla,Himachal Pradesh,0177 2624081,1
Mahatma Gandhi Medical Services Blood Bank Rampur,"Mahatma Gandhi Medical Services Blood Bank Rampur,
Near Jakh Institute of Nursing",Shimla,Himachal Pradesh,01782 233969,1
Nahan Regional Hospital Blood Bank ,"Regional Hospital, Nahan ",Nahan,Himachal Pradesh,01702 223344,1
Malhotra Super Speciality Hospital Blood Bank ,"(A Unit of Malhotra Clinics Private Limited), SCO No. 8, Himuda Bhatoli Kalan, Opp.- Mahavir Spinning Mills, Baddi",Baddi,Himachal Pradesh,01795 275009,1
Maharishi Markendeshwar Medical College and Hospital Blood Bank,"LADO, Sultanpur Road, Kumarhatti, Solan
",Lado,Himachal Pradesh,01792 395175,1
 Solan Regional Hospital Blood Bank,"Regional Hospital, Near Lakkar Bazar, Tank Road",Solan,Himachal Pradesh,01792 220159,1
Una Regional Hospital Blood Bank ,"Regional Hospital, Una",Una,Himachal Pradesh,01975 226064,1
MMAB memorial District Hospital  Blood Bank Anantnag,"MMAB memorial Blood Bank, Janglat Mandi, District Hospital, Anantnag",Anantnag,Jammu and Kashmir,01923 222170,1
Baramulla District Hospital Blood Bank,"District Hospital, Kanthbagh, Baramulla",Baramulla,Jammu and Kashmir,01952 234203,1
Chodana Sub-District Hospital Blood Bank,"Sub-District Hospital, Chadoora, Budgam", Budgam ,Jammu and Kashmir,01951 257236,1
Budgam District Hospital Blood Bank ,"ASYM District Hospital Campus, Near District Court Complex",Budgam ,Jammu and Kashmir,1951255238,1
Doda District Hospital Blood Bank ,"District Hospital, Doda",Doda,Jammu and Kashmir,01996 233689,1
District Hospital Blood Bank Ganderbal ,Ganderbal,Ganderbal,Jammu and Kashmir,0194 2416158,1
Government Hospital Blood Bank Gandhi Nagar,"Government Hospital, Gandhi Nagar, Jammu", Jammu ,Jammu and Kashmir,0191 2430041 ,1
Government Medical College and Hospital Blood Bank,"Government Medical College and Hospital, Mahesh Pura Chowk, Bakshi Nagar",Jammu ,Jammu and Kashmir,"0191 2584290, 0191 2584291, 0191 2584292",1
Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank,"Shalamar Road, Indra Chowk, Jammu",Jammu ,Jammu and Kashmir,"0191 2547635, 0191 2547639",1
Bee Enn General Hospital Blood Bank,"Garden Avenue, Bhagwati Nagar, Talab Tillo, Jammu",Jammu ,Jammu and Kashmir,1912555631,1
Sainik Asptal Blood Bank Satwari,"166, Military Hospital, C/o. 56 APO",Satwari,Jammu and Kashmir,0191 2456006,1
Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,"Acharya Shri Chander College of Medical Sciences and Hospital, N.H ByPass P.O Majeen",Sidhara,Jammu and Kashmir,0191 2662324,1
Kargil District Hospital (Kargil Ladakh Kashmir Division) Blood Bank ,"District Hospital, Kargil Ladakh Kashmir Division, Jammu and Kashmir",Kargil ,Jammu and Kashmir,001985-232213,1
Kathua District Hospital Blood Bank ,"District Hospital, Kathua ",Kathua ,Jammu and Kashmir,01922 234323,1
Kishtwar District Hospital Blood Bank  ,"District Hospital, Near Bus stand Kishtwar.",Kishtwar ,Jammu and Kashmir,01995 261410,1
Kulgam District Hospital Blood Bank ,"Kulgam Quzigund Road, opposite to Fruit mandi Kulgam",Kulgam ,Jammu and Kashmir,01931 260398,1
Handwara District Hospital Blood Bank,"Handwara Hwy, Shaheen Colony, Durashpora, Handwara",Handwara,Jammu and Kashmir,01955 262054  ,1
General Hospital Blood Bank,"153, General Hospital, C/o. 56 APO, Leh Ladakh ",Leh,Jammu and Kashmir,01982 254746,1
SNM Hospital Blood Bank,"SNM Hospital, Main Bazar, Leh",Leh ,Jammu and Kashmir,01982 252014,1
Raja Sukhdev Singh District Hospital Poonch,"District Hospital, Poonch",Haveli,Jammu and Kashmir,"01965 220152, 01965 220656",1
Pulwama District Hospital Blood Bank ,"District Hospital, Pulwama",Pulwama,Jammu and Kashmir,01933 241530,1
General Hospital Blood Bank (Army),"150, General Hospital, Rajouri", Rajouri ,Jammu and Kashmir,01962 263921 ,1
Rajouri District Hospital Blood Bank ,"District Hospital,  kheora, Rajouri
",Rajouri,Jammu and Kashmir,01962 263209,1
Ramban District Hospital Blood Bank ,"NH1A, Upper Bazaar, Ramban,",Ramban,Jammu and Kashmir,01988 266908,1
District Hospital Blood Bank Sambha ,"District Hospital, Near Sabzi Mandi, Samba",Samba,Jammu and Kashmir,9419118345,1
District Hospital Blood Bank Shopian ,Shopian,Shopian,Jammu and Kashmir,01933 261845,1
Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank,"SMHS Road, Near Gold Market, Karan Nagar, Srinagar, ", Srinagar ,Jammu and Kashmir,"0194 2504801, 0194 2504802 (Extn. 512) ",1
92 Base Hospital Blood Bank,"92 Base Hospital, C/o. 56 APO,  Badami Bagh, Srinagar", Srinagar            ,Jammu and Kashmir,0194 24660009 (Extn. 6528),1
Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank,"Sher-I-Kashmir Institute of Medical Sciences (SKIMS), 
Anchar, Soura, Srinagar",Srinagar ,Jammu and Kashmir,0194 2401013,1
 Government Lal Ded Hospital Blood Bank,"Wazirbagh, Srinagar GPO, Srinagar",Srinagar            ,Jammu and Kashmir,"0194 2313714, 0194 2313716",1
Government Bone and Joint Surgery Hospital Blood Bank,"Government Bone and Joint Surgery Hospital, Near Barzulla bridge, Srinagar",Srinagar ,Jammu and Kashmir,1942432135,1
Jawahar Lal Nehru Memorial Hospital Blood Bank,"Jawahar Lal Nehru Memorial Hospital Blood Bank, Rainwari, Srinagar",Srinagar ,Jammu and Kashmir,0194 2507099,1
Command Hospital Blood Bank ,"Command Hospital, Uttari Kaman, C/o Uttari Kaman, Udhampur",Udampur ,Jammu and Kashmir,,1
Udhampur District Hospital Blood Bank ,"Udhampur  District Hospital, Near ITI collage",Udhampur,Jammu and Kashmir,01992-270402,1
Indian Red Cross Society Blood Bank Bokaro,"IRCS, Blood bank, Pandit Jawahar lal Nehru Marg, Near Airport, Sector 1 B.S. City",Bokaro,Jharkhand,"06542 224555, 06542 288137",1
Bokaro General Hospital Blood Bank,"Blood Bank, Bokaro General Hospital, Sector - 4, Bokaro Steel City",Bokaro,Jharkhand,6542289076,1
K.M. Memorial Hospital & Research Center Blood Bank,"Blood Bank, K.M. Memorial Hospital & Research Center, By Pass Road Chas Bokaro",Bokaro,Jharkhand,0651 236188189,1
Deoghar Sadar Hospital Campus Blood Bank ,"Blood Bank, Sadar Hospital, Deoghar ",Deogarh,Jharkhand,9431950386,1
Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad,"PMCH, Saraidhela, Dhanbad, PO. BCCL Township",Dhanbad,Jharkhand,0326 2230301,1
Central Hospital Blood Bank BCCL Dhanbad,"Blood Bank, Central Hospital, BCCL, Dhanbad",Dhanbad,Jharkhand,9470595563,1
S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank,"Debraj Complex, Dhansar, Dhanbad",Dhanbad,Jharkhand,0326 2303621,1
Dwarka Das Jalan Memorial Hospital Bartand Blood Bank ,"Blood Bank Dwarka Das Jalan Memorial Hospital Bartand, Dhanbad",Dhanbad,Jharkhand,3262313525,1
Dumka Sadar Hospital Blood Bank ,"Near Town Hall, Dumka",Dumka,Jharkhand,6434236298,1
MGM Medical College Hospital Campus Blood Bank Jamshedpur,"Sakchi, Jamshedpur",Jamshedpur,Jharkhand,0657 2230092 ,1
Jamshedpur Blood Bank ,"Stocking Road, Northern Town. Bistupur",Jamshedpur,Jharkhand,0657 2431957,1
Garhwa Sadar Hospital Campus Blood Bank ,"Blood Bank, Sadar Hospital Garhwa",Garhwa,Jharkhand,06561 222005,1
Giridih Sadar Hospital Blood Bank ,"Blood Bank, Sadar Hospital Giridih",Giridh,Jharkhand,06532 250357,1
Gumla Sadar Hospital Blood Bank ,"Blood Bank, Sadar Hospital Gumla, Jharkhand",Gumla,Jharkhand,9534032306,1
Hazaribag Sadar Hospital Blood Bank ,"Blood Bank, Sadar Hospital Campus Hazaribag",Hazaribagh,Jharkhand,06546 265289,1
TISCO West Bokaro Hospital Blood Bank ,"Blood Bank, TISCO West Bokaro Hospital, Ghatotand, Hazaribagh",Hazaribagh,Jharkhand,06545 262356,1
Koderma Sadar Hospital Blood Bank ,"Blood Bank, Sadar Hospital Koderma",Koderma,Jharkhand,9334516895,1
Latehar Sadhar Hospital Blood Bank,"Sub-Divisional Hospital Blood Bank, Latehar",Latehar,Jharkhand,9835589186,1
Lohardaga Sadar Hospital Blood Bank ,"Blood Bank, Sadar Hospital Lohardagga",Lohardaga,Jharkhand,6526222235,1
Pakur Sadar Hospital Blood Bank ,,,Jharkhand,9934347811,1
Palamu Sadar Hospital Blood Bank ,"Daltonganj, palamau",Daltonganj,Jharkhand,06562 222677,1
CCL Hospital Blood Bank Ramgarh,"Blood Bank, CCL Hospital, Nai Sarai Ramgarh Cantt, Argada Road",Ramgarh,Jharkhand,06553 231755,1
Military Hospital Blood Bank Ramgarh,"Blood Bank, Military Hospital, Ramgarh Cantt, Ramgarh",Ramgarh,Jharkhand,06553 225055,1
Apurva Blood Bank Ramgarh,Apoorva Blood Bank Ramgarh,Ramgarh,Jharkhand,9304842607,1
"Heavy Engineering Corporation, Plant Hospital Blood Bank","Sector III, HEC Campus, Opposite JSCA Stadium, Ranchi",Ranchi,Jharkhand,0651 2444336,1
"Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu","Bariatu, Ranchi, Jharkhand",Ranchi,Jharkhand,6512540656,1
CCL Hospital Blood Bank Ranchi,"Central Hospital,CCL, Gandhi Nagar, Kanka Rd, Ranchi ",Ranchi,Jharkhand,"0651 2230355,ext 7059",1
Indian Red Cross Society (IRCS) Blood Bank Morabadi,"Morabadi, Near Hockey Stadium, Ranchi",Ranchi,Jharkhand,07091494670-75,1
Abdur Razzaque Memorial Weavers Hospital (ARAM) Blood Bank ,"Blood Bank, ARAM Apollo Hospital, IRBA, Ranchi",Ranchi,Jharkhand,0651 7123123,1
Nagarmal Modi Seva Sadan Hospital Blood Bank,"Blood Bank, Nagarmal Modi Seva Sadan Hospital, Upper Bazar, Ranchi",Ranchi,Jharkhand,9234460464,1
Rinchi Trust Hospital Blood Bank,"Rinchi Trust Hospital Blood Bank, Kathal More, Itki Road, Ranchi.",Ranchi,Jharkhand,0651 6456780,1
Devkamal Hospital and Research Centre Blood Bank,"Bajra Bazar, Bajra, Near IIT Bus Stand, Itki Road",Ranchi,Jharkhand,7549000645,1
Gurunanak Hospital and Research Centre Blood Bank ,"Gurunanak Hospital and Research Centre Blood Bank Unit, Station Road, Ranchi.",Ranchi,Jharkhand,0651 2460506,1
Sainik Hospital Blood Bank Namkum,"Blood Bank, Sainik Hospital, Namkum, Ranchi",Ranchi,Jharkhand,0651 2260245,1
Birsa Blood Bank Bariyatu,"RIMS Colony, Near Hill View Nursing Home, Bariyatu
",Ranchi,Jharkhand,0651 2542437,1
Jharkhand Blood Bank Bariatu ,"Jharkhand Blood Bank, S. R. Complex,  Near Bariatu Masjid, Bariatu",Ranchi,Jharkhand,"09334439995, 09973161687",1
Archi Blood Bank Jharkhand ,"Baxi Avenew, Dr. J. Sharan Lane Bariatu Ranchi",Ranchi,Jharkhand,0651 6455072,1
